,Title,Summary,Link,Time,Source,Address,State,Zip
1143,Authorities say Escambia County man tortured 2-year-old girl in 'heinous' child abuse case,,http://weartv.com/news/local/authorities-say-escambia-county-man-tortured-2-year-old-girl-in-heinous-child-abuse-case,2019-05-02T04:59:23Z,WEAR,"4990 Mobile Hwy, Pensacola, FL 32506, USA",FL,32506
1145,Florida man guilty of making 'ISIS-style' execution threats towards Bernie Sanders,"Copyright 2019 The Associated Press. All rights reserved. This material may not be published, broadcast, rewritten or redistributed. 2020 Democratic presidential candidate Bernie Sanders appears onstage at the Jazz Foundation of America's 17th annual ""A Great Night In Harlem"" gala concert at the Apollo Theater. (Photo by Brad Barket/Invision/AP)

Copyright 2019 The Associated Press. All rights reserved. This material may not be published, broadcast, rewritten or redistributed. 2020 Democratic presidential candidate Bernie Sanders appears onstage at the Jazz Foundation of America's 17th annual ""A Great Night In Harlem"" gala concert at the Apollo Theater. (Photo by Brad Barket/Invision/AP)

ORLANDO, Fla. (AP) — A Florida man has been convicted of leaving threatening voicemails for U.S. Sen. Bernie Sanders.

Court records show that a federal jury in Orlando found 57-year-old Robert Francis Pratersch guilty Tuesday of threatening a federal official and interstate transmission of a threat to injure. He faces up to 15 years in prison at a July 16 sentencing.

Federal prosecutors say Pratersch left three profanity-laced, anti-Semitic voicemail messages last fall at Sanders’s office in Burlington, Vermont. Authorities say Pratersch threatened to behead Sanders, “ISIS-style,” and videotape the execution. The remark was a reference to the Islamic State militant group.

Pratersch was indicted by a federal grand jury in February and arrested later that month in St. Cloud, Florida.

Sanders is seeking the Democratic presidential nomination.",http://www.wfla.com/news/florida/florida-man-guilty-of-making-isis-style-execution-threats-towards-bernie-sanders/1970677680,2019-05-01T20:34:15Z,WFLA,"200 S Parker St, Tampa, FL 33606, USA",FL,33606
1147,Arrest of Florida Man Solves 47-Year-Old Murder Case In North Carolina,"<img width=""150"" height=""84"" src=""https://cbsmiami.files.wordpress.com/2019/05/larry-joe-scott-mugshot.jpg?w=150"" class=""attachment-thumbnail size-thumbnail wp-post-image"" alt="""" srcset=""https://cbsmiami.files.wordpress.com/2019/05/larry-joe-scott-mugshot.jpg?w=150 150w, https://cbsmiami.files.wordpress.com/2019/05/larry-joe-scott-mugshot.jpg?w=300 300w"" sizes=""(max-width: 150px) 100vw, 150px"" />One of the coldest cases in North Carolina has been solved.",https://miami.cbslocal.com/2019/05/01/arrest-of-florida-man-solves-47-year-old-murder-case-in-north-carolina/,2019-05-01T18:47:41Z,CBS Miami,"8900 NW 18th Terrace, Doral, FL 33172, USA",FL,33172
1148,Texas man wanted in California child abduction arrested in Keys,"Deputies say Warren Demers, wanted in connection with a California child abduction, bought a sailboat in the Florida Keys and wanted to take his 8-year-old daughter to Cuba.

MARATHON, Fla. - A Texas man wanted in California for abducting his 8-year-old daughter was arrested Tuesday in the Florida Keys.

Warren Demers, 49, of New Caney, Texas, was arrested by Monroe County Sheriff's Office deputies during a traffic stop on U.S. Highway 1 in Marathon.

Sheriff's spokesman Adam Linhardt said Demers was wanted for kidnapping in San Bernardino County, California. Authorities there said Demers possibly possessed forged court documents stating he had rightful custody of the girl.

A be-on-the-lookout alert was issued for Demers, who was believed to be driving a Ford truck with a Texas license plate.

Linhardt said deputies received information Tuesday that Demers had purchased a boat in the Keys and was headed south. Deputies on the Seven Mile Bridge spotted a truck matching the description that was pulling a sailboat.

When deputies stopped the truck, they found Demers, the girl and a German shepherd inside.

""Demers and the girl had apparently been living out of the truck,"" Linhardt said. ""The truck was filthy and not suitable for living. It was learned that Demers planned on taking the girl to Cuba in the sailboat.""

The girl was turned over to the Florida Department of Children and Families, while the dog was placed in the care of the Florida Keys Society for the Prevention of Cruelty to Animals.

Demers was arrested and taken to jail. He is expected to be transferred to California to face charges.

Copyright 2019 by WPLG Local10.com - All rights reserved.",https://www.local10.com/news/florida/monroe-county/texas-man-wanted-in-california-child-abduction-arrested-in-keys,2019-05-01T15:54:01Z,WPLG,"3401 W Hallandale Beach Blvd, Pembroke Park, FL 33023, USA",FL,33023
1155,Country House wins Derby; Maximum Security DQ'd,"Kentucky Derby shocker: Country House wins via DQ Flavien Prat celebrates after riding Country House to victory during the 145th running of the Kentucky Derby horse race at Churchill Downs Saturday, May 4, 2019, in Louisville, Ky. (AP Photo/John Minchillo) [ + - ] Flavien Prat hugs Country House after winning the 145th running of the Kentucky Derby horse race at Churchill Downs Saturday, May 4, 2019, in Louisville, Ky. (AP Photo/Darron Cummings) [ + - ] Flavien Prat rides Country House to the finish line during the 145th running of the Kentucky Derby horse race at Churchill Downs Saturday, May 4, 2019, in Louisville, Ky. Country House was declared the winner after Maximum Security was disqualified following a review by race stewards. (AP Photo/Matt Slocum) [ + - ] CORRECTS MAXIMUM SECURITY DISQUALIFIED, ADDS WINNER COUNTRY HOUSE - Luis Saez rides Maximum Security, right, crosses the finish line first ahead of Country House, center, and jockey Flavien Prat, during the 145th running of the Kentucky Derby horse race at Churchill Downs Saturday, May 4, 2019, in Louisville, Ky. Country House was declared the winner after Maximum Security was disqualified following a review by race stewards. (AP Photo/Darron Cummings) [ + - ] Copyright 2019 Nexstar Broadcasting, Inc. All rights reserved. This material may not be published, broadcast, rewritten, or redistributed. LOUISVILLE, KENTUCKY - MAY 04: Maximum Security #7, ridden by jockey Luis Saez crosses the finish line to win the 145th running of the Kentucky Derby at Churchill Downs on May 04, 2019 in Louisville, Kentucky. (Photo by Michael Reaves/Getty Images) [ + - ] A man holds up a glass of Mint Julep as he arrive at Churchill Downs before the 145th running of the Kentucky Derby horse race Saturday, May 4, 2019, in Louisville, Ky. (AP Photo/Charlie Riedel) [ + - ] LOUISVILLE, KENTUCKY - MAY 04: Fans react to a race prior to the 145th running of the Kentucky Derby at Churchill Downs on May 04, 2019 in Louisville, Kentucky. (Photo by Michael Reaves/Getty Images) [ + - ] LOUISVILLE, KY - MAY 06: A woman wearing a festive hat looks on prior to the 143rd running of the Kentucky Derby at Churchill Downs on May 6, 2017 in Louisville, Kentucky. (Photo by Michael Reaves/Getty Images) [ + - ] A woman wears a hat before the 145th running of the Kentucky Derby horse race at Churchill Downs Saturday, May 4, 2019, in Louisville, Ky. (AP Photo/Charlie Riedel) [ + - ] A woman wears a hat during the 145th running of the Kentucky Derby horse race at Churchill Downs Saturday, May 4, 2019, in Louisville, Ky. (AP Photo/John Minchillo) [ + - ] A woman wears a hat before the 145th running of the Kentucky Derby horse race at Churchill Downs Saturday, May 4, 2019, in Louisville, Ky. (AP Photo/Charlie Riedel) [ + - ] A woman wears a hat during the 145th running of the Kentucky Derby horse race at Churchill Downs Saturday, May 4, 2019, in Louisville, Ky. (AP Photo/John Minchillo) [ + - ] A man wears a hat before the 145th running of the Kentucky Derby horse race at Churchill Downs Saturday, May 4, 2019, in Louisville, Ky. (AP Photo/John Minchillo) [ + - ] A woman wears a hat before the 145th running of the Kentucky Derby horse race at Churchill Downs Saturday, May 4, 2019, in Louisville, Ky. (AP Photo/Darron Cummings) [ + - ] A woman wears a hat before the 145th running of the Kentucky Derby horse race at Churchill Downs Saturday, May 4, 2019, in Louisville, Ky. (AP Photo/Charlie Riedel) [ + - ]

LOUISVILLE, Ky. (AP) — Maximum Security led the Kentucky Derby every step of the way except for the last one — into the winner’s circle.

The colt became the first winner disqualified for interference in the Derby’s 145-year history, leading to an agonizing wait and an eventual stunning reversal that made 65-1 shot Country House the winner Saturday.

Country House finished second in the slop before objections were raised, causing a 20-minute delay while three stewards repeatedly reviewed different video angles before they unanimously elevated him into the winner’s circle.

That gave Hall of Fame trainer Bill Mott his first Derby victory at age 65.

“It’s bittersweet. You always want to win with a clean trip and have everybody recognize the horse as the very good horse and great athlete that he is,” Mott said. “Due to the disqualification, I think some of that is diminished.”

Jockey Flavien Prat, one of two jockeys who originated the claim of foul, also won his first Derby.

“I’m kind of speechless right now,” Prat said, letting out a long sigh.

Country House paid $132.40 to win — the second-highest payout in Derby history. He was the least affected horse in the chain of events, but the biggest beneficiary.

“Looking at the tote board there’s probably a lot of people that didn’t think we could win,” Mott said, “but that’s horse racing.”

Gary West, who owns Maximum Security with his wife, Mary, indicated they may pursue an appeal.

“I think this is the most egregious disqualification in the history of horse racing,” he told The Associated Press by phone, “and not just because it’s our horse.”

Country House was dismissed as a long shot with a bad post on the far outside. It was only the chestnut colt’s second win in seven career starts and his first stakes victory.

Maybe this was one for his father: Lookin At Lucky got saddled with the dreaded No. 1 post in the 2010 Derby, where he got pinned to the rail and wound up sixth. He rebounded to win the Preakness two weeks later.

The disqualification was a crushing turn of events for Maximum Security trainer Jason Servis and jockey Luis Saez, who already had begun celebrating what they thought were their first Derby victories.

Instead, previously undefeated Maximum Security was dropped to 17th of 19 horses for veering out turning for home and stacking up War of Will, Long Range Toddy and Bodexpress (also owned by the Wests), according to Barbara Borden, chief steward of the Kentucky Horse Racing Commission. Country House, in turn, was brushed by Long Range Toddy.

Sent off as the 9-2 second choice, Maximum Security was placed behind all the horses that he bothered.

“I never put anybody in danger,” Saez said.

Servis backed up his jockey, saying: “He’s right. He straightened him up right away and I didn’t think it affects the outcome of the race.”

Prat claimed that Maximum Security ducked out in the final turn and forced several horses to steady, including Long Range Toddy, whose jockey, Jon Court, also lodged an objection. War of Will came perilously close to clipping heels with Maximum Security, which could have caused a chain-reaction accident.

“There were two horses in the race that lost all chance to win a Kentucky Derby,” Mott said. “They were in position at the time to hit the board. If what happened to us was the only thing they were looking at I don’t think you would have seen a disqualification.”

Mott said the incident was caused by Maximum Security’s action and not Saez’s riding tactics.

“I don’t think Luis Saez did anything intentionally,” the trainer said. “My heart actually aches for them a little bit. That’s the way it is. I’ve been on the other end of it, just not in the Kentucky Derby.”

The stewards reviewed race footage and interviewed the affected jockeys while keeping the crowd of 150,729 and millions more watching on television and online in suspense, clutching their betting tickets. Trainers and jockeys involved stared at the closest video screen waiting for a result.

“I know the stewards had a very, very difficult decision,” Mott said. “I’m damn glad they put our number up.”

Code of Honor was moved up to second and Tacitus — also trained by Mott — was third.

Improbable was fourth and Game Winner fifth, two of trainer Bob Baffert’s trio of entries. His other horse, Roadster, was 15th.

The last claim of foul by a jockey in the Derby was unsuccessful. John Velazquez, aboard runner-up Invisible Ink in 2001, alleged interference at the quarter pole against Monarchos and Jorge Chavez, who crossed the finish line 4¾ lengths in front. The stewards didn’t change the result.

The only other disqualification in the Derby occurred long after the race in 1968. Dancer’s Image, the first-place finisher, tested positive for a prohibited medication, and Kentucky state racing officials ordered the purse money to be redistributed. Forward Pass got the winner’s share. A subsequent court challenge upheld the stewards’ decision.

Country House wore the garland of red roses, but it’s possible the situation doesn’t end here. There could be appeals to the Kentucky Horse Racing Commission or the courts.

“We are exploring our options to appeal,” West told the AP. “If we can’t appeal to the stewards, our other options are the state racing commission. If those don’t work, we might go to legal options.”

Mott hopes it doesn’t come to that.

“That’s a nightmare. It’s a no-win situation for anybody involved,” said Mott, who spoke with Servis after the reversal. “I didn’t get a hint of that from him. He’s been around long enough, and I’m sure he watched the films well enough. He knows what happened.”

The surprising flip threw a few bettors into a frenzy, too. Some who had wagered on Country House to win immediately tossed away their tickets at the finish, only to then scramble to the ground at Churchill Downs, frantically searching for their betting slips.

Master Fencer, the first Japan-bred to run in the Derby, was sixth. War of Will was seventh, followed by Plus Que Parfait, Win Win Win, Cutting Humor, By My Standards and Vekoma.

Bodexpress finished 13th, followed by Tax, Roadster, Long Range Toddy, Maximum Security, Spinoff and Gray Magician.

___

AP Sports Writer Gary B. Graves contributed to this report.

___

More AP sports: https://apnews.com/tag/apf-sports and https://twitter.com/AP_Sports",http://www.wfla.com/sports/light-drizzle-at-churchill-downs-ahead-of-derby/1978868658,2019-05-05T02:21:48Z,WFLA,"200 S Parker St, Tampa, FL 33606, USA",FL,33606
1156,"Amid rash of gun violence, city and community leaders say 'enough is enough'","Buy Photo Curtis Taylor, interim president and CEO of the Tallahassee Urban League, center, speaks at a press conference to address recent gun violence in the Bond neighborhood and Tallahassee community Thursday, May 2, 2019.Taylor is surrounded by members of the Bond community as well as local and elected officials. (Photo: Alicia Devine/Tallahassee Democrat)

Within a week of a man being found in a car on Kissimmee Street with a fatal gunshot wound, there was a desperate call to stem the rash of gun violence in Tallahassee.

Community, faith, elected and law enforcement leaders who gathered there last week wanted city residents to realize their neighborhood could be next.

“We’re standing on the corner where the last body was found. We have sympathy for the victim and his family, but it could have been anywhere. Next week it may be somewhere else,” said Jacqueline Perkins, the chairwoman of the Greater Bond Neighborhood safety and crime prevention committee at a Thursday news conference. “This is not about Bond. It just happens to be in Bond.”

Perkins pointed to a rash of gun violence in the first five months of 2019 that has seen at least 23 shootings, according to a Tallahassee Democrat analysis and map. At least 24 people have been injured and four killed in connection with those shootings, including two within a week of each other on April 21 and 28.

Details about both shootings from the Tallahassee Police Department are sparse. The names, ages and genders of the victims have not been released due to TPD’s interpretation of Marcy’s Law.

Buy Photo Kate Kile, the local Tallahassee. Leader for Moms Demand Action, talks at a press conference addressing recent gun violence in the Bond neighborhood and Tallahassee community Thursday, May 2, 2019. (Photo: Alicia Devine/Tallahassee Democrat)

The recent spate of shootings are sobering for a city that has struggled to reduce crime in the county with the state's highest crime rate.

About 80 percent of crime countywide occurs in city limits. And while some strides have been made — self-reported figures released in May 2018 showed the county's crime rate decreased by 15 percent the year before — it remained Florida's highest for the fourth year in a row.

Back story: TLH Fact Check: Investigating claims about the Tallahassee and Leon County crime rate

Crime-fighting cameras

During her decades living in the city, Perkins, 62, has seen some unwelcome changes. She said the problems can't be solved simply through more policing.

“That is unbelievable that in this town called Tallahassee, that used to be a little sleepy town, we’ve got people who are just killing each other,” she said at the corner of Kissimmee and Keith streets.

“We’ve got to deal with the deep-seeded problems that we have in our young people in our communities and our families to see why people are just deciding that they’re going to take somebody’s life with no concern.”

Law enforcement officials and residents in the Bond Community have been making a concerted effort to work together to help improve safety in the neighborhood. The community welcomed surveillance cameras at six strategic locations in 2017 that have, in conjunction with more interaction by Tallahassee Police, driven crime down by 30 percent. There is a push to install more.

Chris Daniels moved from Cincinnati to the neighborhood in 2004. He’s noticed the difference the cameras have made in deterring crime in identified hot spots. But he’s also noticed those selling drugs and engaging in prostitution have just moved out of their view.

“Where they put the cameras at people have gone away from those areas, so you don’t see as much crazy activity there,” he said. “It’s going to be a continuous effort, but it has helped.”

Buy Photo Tallahassee Police are installing six surveillance cameras in high-crime areas in the Bond Community. The cameras will be recording but not actively monitored, said TPD Chief Michael DeLeo. The cameras are meant to provide evidence after a crime. (Photo: Hali Tauxe/Democrat)

More residents are taking charge and targeting people who dump trash and come to Bond only to cause problems, tarnishing the reputation of the centrally located neighborhood close to both of Tallahassee’s universities, the St. Marks Trail and downtown

“Violence is a drawback from the community so people don’t want live here. They’re afraid because they think it’s a violent area,” Daniels said. “What a lot of people don’t realize is a lot of stuff that happens here is not people that live here.”

Community leaders call for action

Thursday's gathering wasn't the first time in recent years elected officials and local leaders, galvanized by an eruption of violence, have pleaded with the public for help stopping the bloodshed.

The renewed push may signal an effort to bring awareness to the issue before summer, which historically brings an increase in shootings.

Mayor John Dailey said it was time to “double down” on efforts. Assistant City Manager over public safety Cynthia Barber, said it was time to do more than just talk.

“It’s a time to call for action,"" she said. ""What are we collectively going to do about what’s happening to young people in our community?”

Buy Photo Dr. Vanessa Williams speaks at a press conference addressing recent gun violence in the Bond neighborhood and Tallahassee community Thursday, May 2, 2019. (Photo: Alicia Devine/Tallahassee Democrat)

City Commissioner Curtis Richardson noted past efforts, including the hiring of more officers, body-worn cameras and a push to recruit.

“This has been an issue that we have made a top priority of the City Commission,” Richardson said. “We have not only talked about it, but we have put our finances where our mouths are. We have given the chief and the police department the resources they need.""

But he too warned more officers is not always the answer.

“We can’t police our way out of this,” he said. “One crime is too many. We won’t rest until all crime is eliminated in our community. Particularly the unnecessary, unwarranted violent crime that has been happening in our community, especially among our young people.”

Pastor Rudy Ferguson called the current climate of crime in Tallahassee a “state of emergency.”

Police generally show up after 911 has been called, said Tallahassee Urban league President Curtis Taylor. The time has come for citizens across the city to get off the sidelines and make a difference in their neighborhoods.

“We can’t have surveillance cameras on every street. Police can’t be everywhere at once, but you’re the citizens. You’re on every street,” Taylor said.

“Even though we’re having this press conference in Bond, this is for the whole community. North side, east side, west side, Frenchtown; wherever crime is, we’ve got to put a stop to it. Enough is enough.”

Read or Share this story: https://www.tallahassee.com/story/news/2019/05/04/city-and-community-leaders-call-stop-violence/3663036002/",http://rssfeeds.tallahassee.com/~/601606238/0/tallahassee/home~Amid-rash-of-gun-violence-city-and-community-leaders-say-aposenough-is-enoughapos/,2019-05-04T09:27:46Z,Tallahassee Democrat,"277 N Magnolia Dr, Tallahassee, FL 32301, USA",FL,32301
1157,"6-year-old takes control of SUV, hits other car, tree","PENSACOLA — Many a young man has dreamed of the day he could get behind the wheel of a car, but 6 years old? That might be a little too young.

But that’s what happened last night at a dollar store in Pensacola, and it resulted in the arrest of a woman for child neglect.

According to a press release from the Florida Highway Patrol, the woman, Cassady N. Ellis, no age or city of residence given, parked her Dodge SUV at the Dollar Tree at 8992 Pensacola Boulevard and went inside the store, leaving a 6-year-old, 4-year-old and 3-year-old in the vehicle.

While Ellis was in the store the 6-year-old took control of the SUV and backed it out of the parking spot, then drove it forward, hitting 2010 Dodge Charger parked next to it. The SUV then came to rest against a tree in the parking lot.

All three kids were uninjured and no significant damage was done to either vehicle.

Ellis was arrested and charged with child neglect without great bodily harm and leaving a child in a vehicle unattended.",https://www.srpressgazette.com/news/20190504/6-year-old-takes-control-of-suv-hits-other-car-tree?rssfeed=true,2019-05-04T07:00:42Z,Santa Rosas Press Gazette,"6576 Caroline St, Milton, FL 32570, USA",FL,32570
1159,Classical musicians feel pain of brutal repression in Venezuela,"MIAMI - Two years ago, Armando Cañizales' music was silenced in the streets of Caracas. It was his first time joining a protest against Nicolás Maduro. The18-year-old viola player was with other unarmed classical musicians when they decided to brave the National Guard's violence.

Witnesses said Cañizales and his friends weren't destroying property. They were taking over the street to express their disapproval of Maduro's move to reform the country's 1999 Constitution without a universal vote, which Maduro's opposition denounced as a ""coup d'état.""

The officers followed orders to clear the streets at the municipality of Baruta, in Caracas' Las Mercedes district, known for its art galleries and shopping. Behind the riot shields, officers armed with teargas grenade guns had scared away grandparents and children.

A Caraota Digital video shows Cañizales, who was wearing a helmet, throwing rocks. He was standing behind others who were holding shields made out of wood. They had stopped throwing rocks when he walked forward and stood in front of the crowd of protesters alone.

To show that he was an unarmed, he raised his arms and exposed his chest and hands while standing near the intersection of Rio de Janeiro Avenue and Jalisco Street. Seconds later, he dropped to the ground. Musician William Hernández, 19, saw him fall.

Venezuelan journalist Luis Olavarrieta said the only attackers were in front of him. Both saw other protesters pick up Cañizales and carry him away from the officers. Olavarrieta filmed when volunteers rushed him to a parked ambulance.

""Armando! No,"" a man shouted when he saw his face uncovered. Doctors later pronounced him dead May 3, 2017.

On Friday night, Venezuelans in Miami are remembering him and other victim's of Maduro's administration at a 6 p.m. concert in the Design District. Eduardo Marturet, the Venezuelan conductor of the Miami Symphony Orchestra, and Emilio Estefan are co-hosting a vigil with Miami Mayor Francis Suarez.

Cañizales started playing the viola when he was 10. He was a member of the Youth Symphony José Francisco del Castillo and had been accepted to medical school. His mother, Dr. Mónica Carrillo, a pediatrician, and his father, Israel Cañizales, an academic, were proud.

Cañizales had benefited from the musical training of the Simón Bolívar Musical Foundation, better known as ""El Sistema.""José Antonio Abreu, an economist, politician and conductor, founded it in 1975 and in 2008 said he viewed it as a way to promote ""children's sublime right to music."" Hugo Chávez praised his efforts, but as oil prices declined Maduro neglected the program. Abreu saw the decline of the classical music scene in Caracas before he died March 24, 2018.

In this Jan. 1, 2017 file photo, maestro Gustavo Dudamel conducts the Vienna Philharmonic Orchestra. AP FILE

Venezuelan musicians worldwide felt the pain. The program's most famous pupil, Gustavo Dudamel, a conductor and violinist, who is the director of the Los Angeles Philharmonic, released a statement in response to Cañizales' murder.

""We must stop ignoring the just cry of the people suffocated by an intolerable crisis,"" Dudamel said. ""I raise my voice against violence. I raise my voice against repression.""

Wuilly Arteaga was injured days before he was arrested Thursday in Caracas.

Musicians like Wuilly Arteaga, 23, started to play his violin during protests in Cañizales' honor. Amid the harassment of Maduro's loyalists and lack of job opportunities, Arteaga and other musicians have been forced to play in the streets of cities in Colombia, Peru, Brazil, the United States and Europe.

A photograph showing Arteaga playing the violin amid tear gas was the cover of The Organization of American States' May 29, 2018 report on possible crimes against humanity in Venezuela. Cañizales' murder was case 47.

""He was shot with a round metallic projectile that entered at the base of the neck,"" the report said.

Venezuelan authorities never identified the shooter who killed Cañizales. Olavarrieta is still covering the brutal repression of the National Guard in Venezuela. The 1999 Constitution that Cañizales died defending allowed Juan Guaidó to step up as interim president Jan. 23, after the opposition demed last year's May 20 re-election of Maduro for a second six-year term illegitimate.

Copyright 2019 by WPLG Local10.com - All rights reserved.",https://www.local10.com/news/venezuela/classical-musicians-feel-pain-of-brutal-repression-in-venezuela,2019-05-03T21:52:25Z,WPLG,"3401 W Hallandale Beach Blvd, Pembroke Park, FL 33023, USA",FL,33023
1160,Accused Clearwater carjacker taken into custody after stealing FHP car,"Accused Clearwater carjacker taken into custody after stealing FHP car Video

CLEARWATER, Fla. (WFLA) - The man accused in a violent carjacking at a Home Depot in Clearwater has been taken into custody after troopers say he stole an FHP cruiser in Okeechobee County.

Police say 22-year-old Shane Jensen used a stolen hammer to try and carjack a truck in the contractor loading area of the Gulf-To-Bay Home Depot on Wednesday morning. He's also accused of threatening two men with the hammer.

When that didn't work, police say Jensen threatened a 17-year-old passenger in another truck and, this time, managed to steal it. Detectives tell us Jensen sped away in the silver 2007 Dodge pickup truck, seen on security cameras and elsewhere.

Around 4 p.m. Thursday, an FHP trooper in Okeechobee County stopped for a pedestrian, later identified as Jensen, who appeared to be medically distressed along the Florida Turnpike. Troopers say Jensen was incoherent, so they called for a medical evaluation.

A road ranger then stopped behind the FHP cruiser on the side of the turnpike. When the trooper walked back to the road ranger to get water for Jensen, authorities say the 22-year-old got into the trooper's patrol car and took off.

When FHP stopped Jensen, they say he reversed the stolen cruiser and accelerated toward three troopers in an attempt to run them over. He then drove away from the traffic stop and drove into Osceola County, an FHP spokesman says.

The Osceola Sheriff's Office deployed stop sticks but troopers say Jensen avoided them and drove onto the grass median. He then got out of the cruiser and ran into the woods.

Troopers say they caught Jensen and took him to a nearby hospital for treatment. He was arrested and charged with stealing the patrol car and reckless driving. Additional charges are pending.

Shortly after he was taken into custody, Clearwater police announced they found the truck that was stolen from Home Depot.

Jensen was already charged with a number of crimes, including battery on a law enforcement officer. Detectives say those charges stem from an incident that happened at his job Monday.

According to police, Jensen broke the windows of a car belonging to his supervisor. He bonded out of jail on Tuesday, just one day before the carjacking at Home Depot.

Jensen previously worked as a lifeguard as needed at Clearwater's Long Center on North Belcher. The City of Clearwater fired him from his lifeguard position after the Monday incident.",http://www.wfla.com/news/pinellas-county/former-clearwater-lifeguard-wanted-for-carjacking-at-home-depot-store/1974271763,2019-05-03T15:42:43Z,WFLA,"200 S Parker St, Tampa, FL 33606, USA",FL,33606
1161,Suzy Fleming Leonard: Empty Bowls event at Rockledge Gardens left me with a full heart,"""One of my many impulsive ideas,"" said Theresa Riley.

That's how she describes Empty Bowls, an April 28 event that raised more than $6,000 for Daily Bread, a Melbourne-based organization battling hunger and homelessness.

""I have a little sweet spot in my heart for homelessness and hunger,"" said Riley, who owns Rockledge Gardens with her husband, Kevin.

It all started with a suggestion from Ernest Wertheim, a Holocaust survivor who turns 100 this year. Wertheim has been involved in the nursery and landscape architecture business in San Francisco since the 1940s.

Buy Photo Local artists made 160 bowls to be given out during the recent Empty Bowls event at Rockledge Gardens. (Photo: Scott Earick/For FLORIDA TODAY)

""He used to always respond to my emails and challenge me to do something different,"" Riley said.

When she told him about a holiday celebration she hosted in the Rockledge nursery, he replied, ""It's beautiful that you do this for your customers, but did you ever think about doing this for homeless people, or hungry people, and let them see the beauty of Christmas?""

Wertheim's challenge resonated with Riley. She began working with an organization that fed homeless people in Cocoa. Still, she wanted to do more.

During a January trip to North Carolina, she saw an Empty Bowls poster hanging in an Episcopal church. The concept of the international project is simple. Artists and businesspeople in a community join forces to raise money and awareness to fight hunger.

Buy Photo Jeff Jeff Njus of Daily Bread listens as Theresa Riley of Rockledge Gardens talks with guests at the recent Empty Bowls event. (Photo: Suzy Fleming Leonard/FLORIDA TODAY)

Riley contacted Jeff Njus, an old friend and executive director of Daily Bread.

""I said it might take me a year to pull it together,"" she said.

Daily Bread already has a big fundraiser in the fall. Njus asked if she might be able to plan the event for the spring.

Riley started with Marlyn Foell, a former art teacher at Rockledge High, and Melbourne potter Rudy Pacarro. They connected her with Mimi's Crafts, Art Abilities, Maria Torruellas, the Foosaner Art Museum and Outlaw Pottery, as well as the art programs at Eau Gallie, Melbourne and Viera high schools.

""And it just kind of spread from there,"" she said. ""It just blossomed, and really went very, very smoothly. People were then asking: 'How can we help?' ""

Ossorio Bakery & Cafe, Scott's on Fifth, Lello's Ristorante Pizzeria, Tuscany Grill, Healthy Hearts of Viera, Two Chicks and a Pot, Sunrise Bread Co., Sunkissed Bakehouse, Red Velvet Creative, Barbara's Swiss Treats, Pasta Nostra and the Daily Bread kitchen pitched in to fill bowls with soup and to put bread and dessert on the tables.

The Brevard Zoo donated compostable bowls to cut down on waste during the event.

The event sold out — 125 tickets, plus a wait list — before Riley had time to really even advertise.

Buy Photo Colorful flowers cut from the Rockledge Gardens nursery decorated tables at the Empty Bowls event. (Photo: Suzy Fleming Leonard/FLORIDA TODAY)

The night of the event was pure magic. Tables covered with multicolored cloths filled the Rockledge Gardens event pavilion. Mismatched vases, leftovers from past weddings, were filled with Brazilian sunflowers and other blossoms and greenery cut from the nursery's grounds. SaxWest provided music. Volunteers worked the crowd selling raffle tickets by the arm-length.

For a $25 ticket, each guest got a bowl and dinner. Leftover bowls sold for $20.

Four days later, Riley couldn't conceal the wonder in her voice as she talked about the evening, the way the community came together for a common purpose.

""People want to do good, and want to have opportunities to make a difference,"" she said.

She wants to make Empty Bowls an annual event for Brevard. The high schools want to be involved again, as do most of the restaurants and other artists. She hopes to increase the number of tickets next year.

Here's what Njus had to say in an email to Riley the next day:

""Something powerful happens when we come together ... and that power is called love! With contributions from the artistic community, the restaurant community and the business community, it was truly a special evening. And the warm, hospitable environment at Rockledge Gardens is something special, even spiritual. Thank you, Theresa and Kevin!""

When I left Rockledge Gardens that night, I brought home a cheerful yellow soup bowl and a warmth generated by more than good food and good company.

""Bowls are just beautiful, and symbolic,"" Riley said. ""Hopefully, people will put them in prominent places as a reminder.""

Email sleonard@floridatoday.com.

Instagram: @SuzyLeonard

Facebook: @SuzyFlemingLeonard

Support local journalism: Find offers for new subscribers at floridatoday.com/subscribe

More by Suzy Fleming Leonard:

A messy desk doesn't have to mean a messy life

Pain of loss becomes joy of remembrance

So long Peter, thanks for Saturday mornings

Brevard County super heroes reclaim the good name of ‘Florida Man’

We're your voice, your neighbors, your friends

Home can be where you live or who you are

CLOSE FLORIDA TODAY Food Editor Suzy Fleming Leonard isn't just one of our world-class journalists, she's your neighbor and fellow Space Coast resident. Suzy Fleming Leonard and Rob Landers, Florida Today

Read or Share this story: https://www.floridatoday.com/story/life/style/suzy-leonard/2019/05/03/empty-bowls-event-rockledge-gardens-left-me-full-heart/3650733002/",http://rssfeeds.floridatoday.com/~/601585872/0/brevard/home~Suzy-Fleming-Leonard-Empty-Bowls-event-at-Rockledge-Gardens-left-me-with-a-full-heart/,2019-05-03T15:21:23Z,Florida Today,"1 Gannett Plaza Ave, Melbourne, FL 32940, USA",FL,32940
